flipkart_author,flipkart_isbn10,flipkart_title,flipkart_ratings count,flipkart_price,flipkart_stars,amazon_title,amazon_author,amazon_rating,amazon_reviews count,amazon_isbn-10,amazon_price
  Noah Trevor,1473635306, Born A Crime,224,299,4.7,Born a Crime: Stories from a South African Childhood,by Trevor Noah,4.8,143,1473635306,388
  Bond Ruskin,9386338904, Lone Fox Dancing - My Autobiography,135,450,4.7,Lone Fox Dancing: My Autobiography,by Ruskin Bond,4.8,99,9386338904,315
  Russell Rachel Renee,1471168018, Dork Diaries: Crush Catastrophe - Tales From a not - so - fabulous Life,169,191,4.7,Dork Diaries,by Rachel Renee Russell,4.6,49,1471168018,202
  Rishi Piparaiya,9352777670, Job Be Damned,7,176,4.7,Job Be Damned: Work Less. Career Success.,by Rishi Piparaiya,4,31,9352777670,161
  Marks Howard,9353022797, The most important thing,22,238,4.7,The Most Important Thing: Uncommon Sense for The Thoughtful Investor,by Howard Marks - Import,4.7,30,9353022797,238
  Jack Canfield,1409151638, The Key to Living the Law of Attraction: The Secret To Creating the Life of Your Dreams,46,216,4.7,The Key to Living the Law of Attraction: The Secret to Creating the Life of Your...,by Jack Canfield,4.7,11,1409151638,228
  Murugan Perumal,9386850494, Poonachi Or The Story of a Black Goat,224,288,4.7,Poonachi: Or the Story of a Black Goat,by Perumal Murugan,4.5,121,9386850494,114
  Herge,1405206195, King Ottokar's Sceptre - King Ottokar's Sceptre,128,399,4.7,The adventures of Tintin: King Ottokar's Sceptre,by Herge,4.6,32,1405206195,379
  Gobind Rai Garg' and  'Sparsh Gupta,9352704177, Review of PHARMACOLOGY 12th Edition 2018 by Gobind Rai Garg- Sparsh Gupta,57,720,4.7,Review of Pharmacology (PGMEE),by Gobind Rai Garg,4.4,35,9352704177,640
  Noah Trevor,1473635306, Born A Crime,224,299,4.7,Born a Crime: Stories from a South African Childhood,by Trevor Noah,4.8,143,1473635306,388
  Ganguly Sourav,9386228564, Century Is Not Enough,2653,434,4.7,A Century is not Enough: My Roller-coaster Ride to Success,by Sourav Ganguly - Illustrated,4.6,322,9386228564,363
  Bond Ruskin,9386338904, Lone Fox Dancing - My Autobiography,135,450,4.7,Lone Fox Dancing: My Autobiography,by Ruskin Bond,4.8,99,9386338904,315
  J. K. Rowling,1408855682, Harry Potter and the Goblet of Fire,2751,524,4.7,Harry Potter and the Goblet of Fire (Harry Potter 4),by J.K. Rowling,4.7,322,1408855682,524
  J. K. Rowling,1408855666, Harry Potter and the Chamber of Secrets,3839,374,4.7,Harry Potter and the Chamber of Secrets (Harry Potter 2),by J.K. Rowling,4.7,562,1408855666,374
  Bhanumathi Narasimhan,9386850575, Gurudev - On the Plateau of the Peak - The Life of Sri Sri Ravi Shankar,60,327,4.7,Gurudev: On the Plateau of the Peak: The Life of Sri Sri Ravi Shankar,by Bhanumathi Narasimhan,4.9,330,9386850575,293
  J. K. Rowling,1408855704, Harry Potter and the Half-Blood Prince,2150,524,4.7,Harry Potter and the Half Blood Prince,by J.K. Rowling,4.6,246,1408855704,628
  Noah Trevor,1473635306, Born A Crime,224,299,4.7,Born a Crime: Stories from a South African Childhood,by Trevor Noah,4.8,143,1473635306,388
  Albert Camus,1857152786, Plague- Fall- Exile And The Kingdom And Selected Essays,34,651,4.7,"Plague, Fall, Exile And The Kingdom And Selected Essays (Everyman's Library Contemporar)",by Albert Camus,4.6,23,1857152786,629
  Arihant Experts,9313169886, Current Affairs Yearly 2019,9,124,4.7,Current Affairs Yearly  2019,Not Available,5.0 out of 5 stars,3,9313169886,124
  Bhanumathi Narasimhan,9386850575, Gurudev - On the Plateau of the Peak - The Life of Sri Sri Ravi Shankar,60,327,4.7,Gurudev: On the Plateau of the Peak: The Life of Sri Sri Ravi Shankar,by Bhanumathi Narasimhan,4.9,330,9386850575,293
  Shourie Arun,9352645049, Two Saints,75,417,4.7,Two Saints: Speculations Around and About Ramakrishna Paramahamsa and Ramana...,by Arun Shourie,3.6,36,9352645049,378
  P Sriphani Seetaraman P Srisatya Srinivasan P Bhaskaram Purighalla Satyananda Sharma,9382203966, Srimadandhra Bhagavatam - Pravachanam - Brahamsri Chaganti Koteswara Rao,41,500,4.7,Sri Madhaandhra Bhagavatham,by Chaganti Koteshwara Rao,4.7,41,9382203966,500
  MTG Editorial Board,9387949818, 10 Years CBSE Champion Chapterwise-Topicwise Social Science -Class- 10,62,166,4.7,10 Years CBSE Champion Chapterwise-Topicwise Social Science - Class 10,by MTG Editorial Board,5,1,9387949818,227
  D. Patel Kamlesh,9386850567, The Heartfulness Way - Heart - Based Meditations for Spiritual Transformation,479,189,4.7,The Heartfulness Way: Heart-Based Meditations for Spiritual Transformation,by Kamlesh D. Patel,4.9,605,9386850567,189
  Malhotra Rajiv,8191067374, Breaking India,773,718,4.7,Breaking India: Western Interventions in Dravidian and Dalit Faultlines,by Rajiv Malhotra,4.7,285,8191067374,791
  Malhotra Rajiv,8191067374, Breaking India,773,718,4.7,Breaking India: Western Interventions in Dravidian and Dalit Faultlines,by Rajiv Malhotra,4.7,285,8191067374,791
  Ganguly Sourav,9386228564, Century Is Not Enough,2653,434,4.7,A Century is not Enough: My Roller-coaster Ride to Success,by Sourav Ganguly - Illustrated,4.6,322,9386228564,363
  unknown,9386797143, AAP & Down: An Insider's Story of India's Most Controversial Party - An Insider's Story of India's Most Controversial Party,18,218,4.7,AAP & Down: An Insider’s Story of India’s Most Controversial Party,by Mayank Gandhi,4.5,27,9386797143,218
  Bond Ruskin,9386338904, Lone Fox Dancing - My Autobiography,135,450,4.7,Lone Fox Dancing: My Autobiography,by Ruskin Bond,4.8,99,9386338904,315
  J. K. Rowling,1408855666, Harry Potter and the Chamber of Secrets,3839,374,4.7,Harry Potter and the Chamber of Secrets (Harry Potter 2),by J.K. Rowling,4.7,562,1408855666,374
  J. K. Rowling,1408855682, Harry Potter and the Goblet of Fire,2751,524,4.7,Harry Potter and the Goblet of Fire (Harry Potter 4),by J.K. Rowling,4.7,322,1408855682,524
  J. K. Rowling,1408855712, Harry Potter and the Deathly Hallows,2083,452,4.7,Harry Potter and the Deathly Hallows (Harry Potter 7),by J.K. Rowling,4.6,352,1408855712,666
  Carroll Lewis,8175992980, Alice's Adventures In Wonderland online written,16,119,4.8,Alice’s Adventures in Wonderland,by Lewis Carroll,4,119,8175992980,89
  Herge,1405206209, Tintin : The Crab With Golden Claws,186,285,4.8,The Crab with Golden Claws (Tintin),by Herge,4.7,29,1405206209,279
  Bos Miriam,1509808361, The Jungle Book,5,186,4.8,The Jungle Book (First Stories),by Miriam Bos,4.4,71,1509808361,224
  Rowling J.K.,1408711702, Fantastic Beasts: The Crimes of Grindelwald - The Original Screenplay,245,434,4.8,Fantastic Beasts: The Crimes of Grindelwald: The Original Screenplay (Fantastic...,by J.K. Rowling,4.8,52,1408711702,434
  Rowling J.K.,1408711702, Fantastic Beasts: The Crimes of Grindelwald - The Original Screenplay,245,434,4.8,Fantastic Beasts: The Crimes of Grindelwald: The Original Screenplay (Fantastic...,by J.K. Rowling,4.8,52,1408711702,434
  DK,1405353295, The Philosophy Book,42,788,4.8,The Philosophy Book (Big Ideas),by DK,4.6,25,1405353295,609
  Rowling J.K.,1408711702, Fantastic Beasts: The Crimes of Grindelwald - The Original Screenplay,245,434,4.8,Fantastic Beasts: The Crimes of Grindelwald: The Original Screenplay (Fantastic...,by J.K. Rowling,4.8,52,1408711702,434
  Bos Miriam,1509808361, The Jungle Book,5,186,4.8,The Jungle Book (First Stories),by Miriam Bos,4.4,71,1509808361,224
  Carroll Lewis,8175992980, Alice's Adventures In Wonderland online written,16,119,4.8,Alice’s Adventures in Wonderland,by Lewis Carroll,4,119,8175992980,89
  Disha Experts,9388240278, Olympiad Champs Cyber Class 1 with Past Olympiad Questions,6,102,4.8,Olympiad Champs Cyber Class 1 with Past Olympiad Questions,by Disha Experts,5,1,9388240278,90
  Rowling J.K.,1408711702, Fantastic Beasts: The Crimes of Grindelwald - The Original Screenplay,245,434,4.8,Fantastic Beasts: The Crimes of Grindelwald: The Original Screenplay (Fantastic...,by J.K. Rowling,4.8,52,1408711702,434
  J. K. Rowling,1408855690, Harry Potter and the Order of the Phoenix,2441,524,4.8,Harry Potter and the Order of the Phoenix (Harry Potter 5),by J.K. Rowling,4.5,304,1408855690,599
  Rowling J.K.,1408711702, Fantastic Beasts: The Crimes of Grindelwald - The Original Screenplay,245,434,4.8,Fantastic Beasts: The Crimes of Grindelwald: The Original Screenplay (Fantastic...,by J.K. Rowling,4.8,52,1408711702,434
  Bos Miriam,1509808361, The Jungle Book,5,186,4.8,The Jungle Book (First Stories),by Miriam Bos,4.4,71,1509808361,224
  Rowling J.K.,1408711702, Fantastic Beasts: The Crimes of Grindelwald - The Original Screenplay,245,434,4.8,Fantastic Beasts: The Crimes of Grindelwald: The Original Screenplay (Fantastic...,by J.K. Rowling,4.8,52,1408711702,434
  Rowling J.K.,1408711702, Fantastic Beasts: The Crimes of Grindelwald - The Original Screenplay,245,434,4.8,Fantastic Beasts: The Crimes of Grindelwald: The Original Screenplay (Fantastic...,by J.K. Rowling,4.8,52,1408711702,434
  Esselstyn Caldwell B.,1583333002, Prevent and Reverse Heart Disease,4,651,4.8,"Prevent and Reverse Heart Disease: The Revolutionary, Scientifically Proven,...",by Caldwell B. Esselstyn Jr. M.D.,4.3,25,1583333002,499
  Rowling J.K.,1408711702, Fantastic Beasts: The Crimes of Grindelwald - The Original Screenplay,245,434,4.8,Fantastic Beasts: The Crimes of Grindelwald: The Original Screenplay (Fantastic...,by J.K. Rowling,4.8,52,1408711702,434
  Menon V.P.,8125054510, Integration of the Indian States,66,822,4.8,integration of the Indian States,by V.P. Menon,4.6,34,8125054510,720
  Esselstyn Caldwell B.,1583333002, Prevent and Reverse Heart Disease,4,651,4.8,"Prevent and Reverse Heart Disease: The Revolutionary, Scientifically Proven,...",by Caldwell B. Esselstyn Jr. M.D.,4.3,25,1583333002,499
  Horikoshi Kohei,1421582694, My Hero Academia- Vol. 1,11,311,4.8,"My Hero Academia, Vol. 1",by Kohei Horikoshi,4.9,15,1421582694,499
  Herge,1405206209, Tintin : The Crab With Golden Claws,186,285,4.8,The Crab with Golden Claws (Tintin),by Herge,4.7,29,1405206209,279
  Stilton Geronimo,9386313162, Geronimo Stilton,91,237,4.8,Geronimo Stilton #65 the Bollywood Burglary,by Geronimo Stilton,4.3,145,9386313162,350
  Dalio Ray,1501124021, Principles,80,733,4.8,Principles: Life and Work,by Ray Dalio,4.4,87,1501124021,864
  Arihant Experts,9313166127, 15 Sample Question Political Science Class 12 CBSE,20,122,4.8,15 Sample Question Political Science Class 12th CBSE,by Arihant Experts,5,1,9313166127,113
  Dalio Ray,1501124021, Principles,80,733,4.8,Principles: Life and Work,by Ray Dalio,4.4,87,1501124021,864
  Vilas Shubha,9384225762, The Chronicles of Hanuman,29,307,4.8,The Chronicles of Hanuman,by Shubha Vilas - Import,4.7,27,9384225762,333
  Paramahamsa Yogananda,8189535072, Journey to Self Realization,47,175,4.8,Journey to Self-Realization: Collected Talks and Essays on Realizing God in Daily...,by Paramahansa Yogananda,4.8,53,8189535072,166
  Hare David,1846044952, The Buddha in Me- The Buddha in You,8,510,4.8,"The Buddha in Me, the Buddha in You: A Handbook for Happiness",by David Hare,4.5,19,1846044952,450
  Paramahansa Yogananda,8189535056, The Divine Romance: Collected Talks and Essays on Realizing God in Daily Life (Volumes - 2),32,175,4.8,The Divine Romance: Collected Talks and Essays on Realizing God in Daily Life: 2,by Paramahansa Yogananda,4.8,37,8189535056,175
  Dalio Ray,1501124021, Principles,80,733,4.8,Principles: Life and Work,by Ray Dalio,4.4,87,1501124021,864
  DK,1405391243, The Psychology Book,32,930,4.8,The Psychology Book (Big Ideas),by D.K.,4.2,33,1405391243,749
  Robbins Mel,1682612384, The 5 Second Rule,76,498,4.8,"The 5 Second Rule: Transform your Life, Work, and Confidence with Everyday Courage",by Mel Robbins,4.4,69,1682612384,498
  Ian Herbert,1472937333, Quiet Genius,4,306,4.8,"Quiet Genius: Bob Paisley, British football’s greatest manager SHORTLISTED FOR...",by Ian Herbert - Import,4.4,5,1472937333,296
  William Dalrymple,9385936549, The Age of Kali Indian Travels and Encounters,13,349,4.8,The Age of Kali: Indian Travels and Encounters,by William Dalrymple,4.4,6,9385936549,375
  J. K. Rowling,1408855690, Harry Potter and the Order of the Phoenix,2441,524,4.8,Harry Potter and the Order of the Phoenix (Harry Potter 5),by J.K. Rowling,4.5,304,1408855690,599
  Chitra Banerjee Divakaruni,9353025982, The Forest of Enchantments,15,373,4.9,The Forest of Enchantments,Chitra Banerjee Divakaruni,4.6 out of 5 stars,8,9353025982,373
  Roopa Pai,9351952967, The Vedas and Upanishads for Children,8,238,4.9,The Vedas and Upanishads for Children,by Roopa Pai,3,2,9351952967,238
  Chitra Banerjee Divakaruni,9353025982, The Forest of Enchantments,15,373,4.9,The Forest of Enchantments,Chitra Banerjee Divakaruni,4.6 out of 5 stars,8,9353025982,373
  Satyajit Ray,9351779335, The PATHER PANCHALI SKETCHBOOK.,75,959,4.9,The Pather Panchali Sketchbook,by Satyajit Ray,4.9,21,9351779335,874
  Chitra Banerjee Divakaruni,9353025982, The Forest of Enchantments,15,373,4.9,The Forest of Enchantments,Chitra Banerjee Divakaruni,4.6 out of 5 stars,8,9353025982,373
  Chitra Banerjee Divakaruni,9353025982, The Forest of Enchantments,15,373,4.9,The Forest of Enchantments,Chitra Banerjee Divakaruni,4.6 out of 5 stars,8,9353025982,373
  Chitra Banerjee Divakaruni,9353025982, The Forest of Enchantments,15,373,4.9,The Forest of Enchantments,Chitra Banerjee Divakaruni,4.6 out of 5 stars,8,9353025982,373
  unknown,1472311310, Our Earth - A Family Reference Guide,3,516,5,Our Earth (Family Reference),by NA,2,1,1472311310,325
  Karmel Nair,9353020123, Tarot Predictions 2019,3,187,5,Tarot Predictions 2019,by Karmel Nair - Import,5,11,9353020123,183
  Sharath Jois,8193876784, Ageless,8,193,5,Ageless: A Yogi's Secrets To A Long And Healthy Life,by Sharath Jois,5,2,8193876784,193
  Singh Vishram,8131252914, Textbook of Anatomy Head- Neck- and Brain; Volume III,8,631,5,"Textbook of Anatomy: Head, Neck and Brain - Vol.3",by Vishram Singh,5,1,8131252914,582
  King Stephen,1473691524, Elevation,6,309,5,Elevation,by Stephen King,3.4,6,1473691524,309
  Singh Vishram,8131252914, Textbook of Anatomy Head- Neck- and Brain; Volume III,8,631,5,"Textbook of Anatomy: Head, Neck and Brain - Vol.3",by Vishram Singh,5,1,8131252914,582
  Reilly Matthew,1409167178, The Three Secret Cities,22,388,5,The Three Secret Cities (Jack West Series),by Matthew Reilly,4.4,18,1409167178,388
  Singh Vishram,8131252914, Textbook of Anatomy Head- Neck- and Brain; Volume III,8,631,5,"Textbook of Anatomy: Head, Neck and Brain - Vol.3",by Vishram Singh,5,1,8131252914,582
  David Frawley,9388038630, What Is Hinduism?,5,408,5,What Is Hinduism?: A Guide for the Global Mind,by David Frawley,4.4,11,9388038630,374
  Butler-Bowdon Tom,1473658284, 50 Self-Help Classics,6,368,5,50 Self-Help Classics (The 50 Classics),by Tom Butler-Bowdon,3.6,4,1473658284,460
  Hill Napoleon,9562913244, Think and Grow Rich,2,529,5,Think and Grow Rich: Original Version,by Napoleon Hill,4.6,3615,9562913244,529
  Singh Vishram,8131252914, Textbook of Anatomy Head- Neck- and Brain; Volume III,8,631,5,"Textbook of Anatomy: Head, Neck and Brain - Vol.3",by Vishram Singh,5,1,8131252914,582
  Reilly Matthew,1409167178, The Three Secret Cities,22,388,5,The Three Secret Cities (Jack West Series),by Matthew Reilly,4.4,18,1409167178,388
  Susanne F Fincher,1590300866, Coloring Mandalas 2, ,820, ,"Coloring Mandalas 2: For Balance, Harmony, and Spiritual Well-Being (An Adult...",by Susanne F. Fincher,3.9,2,1590300866,610
  Richo David,1570628122, How To Be An Adult In Relationships, ,765, ,How to Be an Adult in Relationships: The Five Keys to Mindful Loving,by David Richo,5,1,1570628122,689
  Yudhanjaya Wijeratne,9353023335, Numbercaste, ,218, ,Numbercaste,by Yudhanjaya Wijeratne,4.5,2,9353023335,218
  Aswath Damodaran,9353024536, Narrative and Numbers: The Value of Stories in Business, ,311, ,Narrative and Numbers: The Value of Stories in Business,by Aswath Damodaran,4.7,4,9353024536,311
  Harman Doug,1786481324, The Digital Photography Handbook, ,449, ,The Digital Photography Handbook: An Illustrated Step-by-step Guide,by Doug Harman - Import,4,1,1786481324,437
  Pierce Angela,1681858711, Digital Photography for Beginners, ,349, ,Digital Photography for Beginners: Photography Essentials Basics Lessons Course...,by Angela Pierce,1,5,1681858711,349
  Bejan Daruwalla,9353024064, Horoscope 2019: Your Complete Forecast- Pisces, ,61, ,"Horoscope 2019: Your Complete Forecast, Pisces",by Bejan Daruwalla,,,9353024064,61
  Manhattan Prep,1506247598, 5 lb. Book of GRE Practice Problems, ,1799, ,5 Lb. Book of Gre Practice Problems (Manhattan Prep 5 lb Series),by Manhattan Prep,4.6,151,1506247598,1
  Maymi Fernando,1260142655, CISSP All-in-One Exam Guide- Eighth Edition, ,5201, ,"CISSP All-in-One Exam Guide, Eighth Edition",by Shon Harris - Import,3.7,11,1260142655,4
  Peppa Pig,1409309061, Peppa Pig: My Daddy, ,155, ,Peppa Pig: My Daddy,by Peppa Pig,4.1,19,1409309061,237
  Shelja Sen,9352773268, Imagine No Child Left Invisible: Building Emotionally Safe Spaces for Inclusive & Creative Learning, ,280, ,Imagine: No Child Left Invisible,by Shelja Sen,4.8,9,9352773268,300
  Samantha Shannon,1526612860, The Priory of the Orange Tree, ,559, ,The Priory of the Orange Tree,by Samantha Shannon,,,1526612860,524
  Shivesh Bhatia' and  ' Pooja Dhingra,9353023114, Bake With Shivesh, ,549, ,Bake with Shivesh,by Shivesh Bhatia,4.6,14,9353023114,559
  Bond Ruskin,9351865517, Ruskin Bond Ki Lokpriya Kahaniyan, ,147, ,Ruskin Bond Ki Lokpriya Kahaniyan,by Ruskin Bond,3.6,9,9351865517,150
  Harman Doug,1786481324, The Digital Photography Handbook, ,449, ,The Digital Photography Handbook: An Illustrated Step-by-step Guide,by Doug Harman - Import,4,1,1786481324,437
  Pierce Angela,1681858711, Digital Photography for Beginners, ,349, ,Digital Photography for Beginners: Photography Essentials Basics Lessons Course...,by Angela Pierce,1,5,1681858711,349
  Shivesh Bhatia' and  ' Pooja Dhingra,9353023114, Bake With Shivesh, ,549, ,Bake with Shivesh,by Shivesh Bhatia,4.6,14,9353023114,559
  Thakur Atul Kumar,9385285637, India Now and in Transition, ,575, ,India Now and in Transition,by Atul K. Thakur,5,1,9385285637,369
  Osho,8121611369, Jeene Ke Prishtha, ,163, ,Jeevan Ke Prishth: Buddh Kee Deshanaa,by Osho,5,2,8121611369,178
  Geeta Gopalakrishnan,9353023904, My Grandmother's Tweets: Inspired by Avvaiyar's Ancient Wisdom, ,311, ,My Grandmother's Tweets: Inspired by Avvaiyar's Ancient Wisdom,by Geeta Gopalakrishnan,4,2,9353023904,311
  Geeta Gopalakrishnan,9353023904, My Grandmother's Tweets: Inspired by Avvaiyar's Ancient Wisdom, ,311, ,My Grandmother's Tweets: Inspired by Avvaiyar's Ancient Wisdom,by Geeta Gopalakrishnan,4,2,9353023904,311
